3Q2023-EXCEL,,,,,
DMF#,STATUS,TYPE,SUBMIT DATE,HOLDER,SUBJECT
16219,I,III,10/25/2002,BOREALIS AG,PACKAGING MATERIAL FB2230
16220,I,III,7/22/2002,ALBIS PLASTIC GMBH,LUPOLEN CONCENTRATE SL 02 EA
16221,I,III,10/2/2002,AIR PRODUCTS AND CHEMICALS INC,FLEXCRYL(R) AC20 EMULSION
16222,I,II,10/24/2002,SANKYO CO LTD,CS-003 DRUG PRODUCT
16223,I,II,10/24/2002,SANKYO CO LTD,CS-003 DRUG SUBSTANCE
16224,I,II,11/5/2002,CILAG AG,DIVALPROEX SODIUM
16225,I,II,11/5/2002,SUZHOU NUMBER 4 PHARMACEUTICAL FACTORY,CLINDAMYCIN PHOSPHATE USP
16226,I,II,11/4/2002,TRAGARA PHARMACEUTICALS INC,CS-706 DRUG SUBSTANCE
16227,I,II,10/28/2002,IRVINE SCIENTIFIC SALES CO INC,IS MAB-V(TM)
16228,A,III,10/28/2002,AVIENT CORP,COLORANT PRODUCT NO. CC0003821560
16229,I,III,9/25/2002,BANGKOK POLYESTER PUBLIC CO LTD,BANGKOK PET V080P
16230,I,III,11/11/2002,GRAHAM PACKAGING CO LP,PLASTIC BOTTLES
16231,A,IV,11/4/2002,FERTIN PHARMA AS,CHEWING GUM BASE: DAN MED 60 W/BHT
16232,A,II,11/8/2002,3M PURIFICATION INC,LIFEASSURE(TM) PFS SERIES AND LIFEASSURE(TM) FP SERIES FILTER PRODUCTS
16233,I,III,11/5/2002,ROHM AND HAAS CO,LAMAL 408-40 AND LAMAL COREACTANT C
16234,I,II,11/11/2002,NV ORGANON,HEPARIN SODIUM III
16235,A,II,11/5/2002,YANGZHOU PHARMACEUTICAL CO LTD,ISONIAZID
16236,I,II,11/7/2002,MITSUBISHI PHARMA CORP,MT-210 BULK DRUG SUBSTANCE
16237,I,II,11/6/2002,GILEAD SCIENCES INC,LIPOSOMAL LURTOTECAN FOR INJECTION (OSI-211)
16238,I,II,11/6/2002,TRAGARA PHARMACEUTICALS INC,CS-706 DRUG PRODUCT
16239,I,III,11/11/2002,RPC FORMATIC GMBH,"M-71 MOUTHPIECE, MATERIAL NO.35155911"
16240,I,II,11/11/2002,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,VINBLASTINE SULFATE USP
16241,I,II,11/13/2002,SICOR SWISS BRANCH,FORMOTEROL FUMARATE
16242,A,II,11/13/2002,INDENA SPA,PACLITAXEL P.I.
16243,A,II,11/15/2002,DELMAR CHEMICALS INC,MONTELUKAST SODIUM THIOL ACID
16244,A,II,11/14/2002,WAVELENGTH ENTERPRISES LTD,CETIRIZINE DIHYDROCHLORIDE 
16245,A,II,11/15/2002,PAR ACTIVE TECHNOLOGIES PRIVATE LTD,CLONAZEPAM
16246,I,II,12/10/2002,MYLAN LABORATORIES LTD,NAPROXEN USP
16247,I,II,11/19/2002,ITF CHEMICAL LTDA,PAROXETINE HYDROCHLORIDE HEMIHYDRATE
16248,I,II,11/18/2002,PROMETIC BIOSCIENCES LTD,MABSORBENT A1P
16249,I,II,11/20/2002,SSP CO LTD,SS734
16250,A,II,11/19/2002,DIPHARMA FRANCIS SRL,MODAFINIL USP
16251,I,II,11/14/2002,UNION QUIMICO FARMACEUTICA SA (UQUIFA SA),RANITIDINE BASE
16252,I,III,11/14/2002,ROHM AND HAAS CO,ROBOND PS-7619
16253,I,II,11/18/2002,R N PHARMACEUTICALS,CHLORHEXIDINE ACETATE
16254,I,II,11/19/2002,SIEGFRIED LTD,AMOROLFINE HYDROCHLORIDE
16255,A,II,11/15/2002,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,MESNA USP
16256,I,II,1/2/2003,SA AJINOMOTO OMNICHEM NV,BALSALAZIDE DISODIUM
16257,I,IV,11/21/2002,NATIONAL STARCH AND CHEMICAL CO,DRY-FLOC(R) PC AESTHETIC ENHANCER
16258,A,II,10/31/2002,SYNBIAS PHARMA AG,EPIRUBICIN HYDROCHLORIDE
16259,A,II,11/20/2002,SUVEN PHARMACEUTICALS LTD,LAMOTRIGINE USP
16260,A,IV,1/14/2003,NATUREX LTD,TALIN ( THAUMATIN )
16261,I,II,11/27/2002,SUN PHARMACEUTICAL INDUSTRIES LTD,QUINAPRIL HYDROCHLORIDE USP
16262,A,II,11/27/2002,TARO PHARMACEUTICAL INDUSTRIES LTD,CETIRIZINE DIHYDROCHLORIDE USP
16263,A,II,11/18/2002,UNICHEM LABORATORIES LTD,METRONIDAZOLE USP 
16264,A,II,11/25/2002,FERMIC SA DE CV,CLAVULANATE POTASSIUM+SILICON DIOXIDE (1:1)
16265,A,II,11/25/2002,FERMIC SA DE CV,CLAVULANATE POTASSIUM+MICROCRYSTALLINE CELLULOSE 1:1
16266,A,III,11/20/2002,PRESSPART MANUFACTURING LTD,STAINLESS STEEL AEROSOL CANISTERS
16267,A,II,11/25/2002,WOCKHARDT LTD,CEFUROXIME AXETIL (AMORPHOUS)
16268,I,II,11/25/2002,WOCKHARDT LTD,AZITHROMYCIN-FORM I
16269,I,V,11/26/2002,NATIONAL INSTITUTES HEALTH NATIONAL INSTITUTE ALLERGY INFECTIOUS DISEASES,CURRICULA VITAE (CV) FOR HIV PREVENTION TRIALS NETWORK (HPTN) INVESTIGATORS.
16270,I,II,11/21/2002,SICOR SPA,"DOXORUBICIN HYDROCHLORIDE, LYOPHILIZED"
16271,A,II,11/26/2002,GADOR SA,NORGESTIMATE- DEXNORGESTREL ACETIME
16272,I,II,11/25/2002,KUNSHAN DOUBLE CRANE PHARMACEUTICAL CO LTD,METFORMIN HYDROCHLORIDE
16273,I,II,11/25/2002,RELIABLE BIOPHARMACEUTICAL CORP,HYALURONIDASE
16274,A,III,11/18/2002,POLYONE CORP,PRODUCT NO. CC00017894DR
16275,I,III,11/15/2002,STE PACKAGING DEVELOPMENT SL,PLASTIC MOLDED COMPONENTS FOR PACKAGING AND DELIVERY OF PHARMACEUTICAL PRODUCTS
16276,I,III,11/19/2002,AMPACET CORP,12416 PEARL POLYPROPYLENE MASTERBATCH
16277,I,III,11/12/2002,BESPAK DIV CONSORT MEDICAL PLC,BK357951MT PHARMACEUTICAL METERING VALVE
16278,A,II,11/26/2002,UNICHEM LABORATORIES LTD,HYDROCHLOROTHIAZIDE USP
16279,I,II,12/2/2002,SMS PHARMACEUTICALS LTD,SUMATRIPTAN SUCCINATE
16280,I,II,12/2/2002,PLIVA-LACHEMA AS,CARBOPLATIN
16281,A,II,12/2/2002,TEVA PHARMACEUTICAL INDUSTRIES LTD,VENLAFAXINE HYDROCHLORIDE
16282,I,III,3/5/2003,WINPAK TECHNOLOGIES INC,PREPARATION OF PRE-FILLED SYRINGE
16283,A,II,11/28/2002,AMINO CHEMICALS LTD,TERBINAFINE HYDROCHLORIDE
16284,A,IV,12/2/2002,DFE PHARMA GMBH AND CO KG,RESPITOSE ML002
16285,A,IV,12/2/2002,DFE PHARMA GMBH AND CO KG,RESPITOSE SV003
16286,A,II,12/4/2002,AKZO NOBEL CHEMICALS SA DE CV,PERKADOX API (BENZOYL PEROXIDE)
16287,I,II,12/4/2002,SUN PHARMACEUTICAL INDUSTRIES LTD,GABAPENTIN USP (NON-STERILE BULK) 
16288,I,II,12/6/2002,NV ORGANON,ESTERIFIED ESTROGENS TYPE BA
16289,I,II,12/5/2002,INTERQUIM SA,ABAPERIDONE HYDROCHLORIDE
16290,A,III,12/4/2002,RENOLIT HISPANIA SA,RENOLIT PHARMAFOLIE ART.-GRUPPE 41
16291,A,III,12/5/2002,INEOS STYROLUTION AMERICA LLC,ZYLAR(R) RESINS
16292,I,II,12/10/2002,COLLGARD BIOPHARMACEUTICALS LTD,HALOFUGINONE HYDROBROMIDE
16293,I,III,11/27/2002,BASF SE,ULTRAFORM W 2320 003 UNCOLORED Q600
16294,A,III,12/6/2002,LOPAREX LLC,RELEASE LINERS MADE WITH TIN CURE CHEMISTRY ON POLYESTER FILM SUBSTRATES
16295,A,III,12/6/2002,LOPAREX LLC,KFT BASED 6300 SERIES COATED RELEASE LINERS
16296,A,III,12/6/2002,LOPAREX LLC,RELEASE LINERS MADE WITH PLATINUM CURE CHEMISTRY ON POLYESTER SUBSTRATES
16297,A,II,12/2/2002,ZYDUS LIFESCIENCES LTD,FLUCONAZOLE USP
16298,I,III,12/2/2002,BERRY PLASTICS CORP TAPES AND COATINGS DIV,STERILE FINISHED PRODUCTS AND STERILE PROCESSING OPERATION
16299,I,II,12/10/2002,CSPC ZHONGNUO PHARMACEUTICAL SHIJIAZHUANG CO LTD,7-AMINOCEPHALOSPORANIC ACID 7-ACA
16300,A,II,12/11/2002,SUN PHARMACEUTICAL INDUSTRIES LTD,VALACYCLOVIR HYDROCHLORIDE USP (HYDROUS)
16301,A,II,12/5/2002,ERREDUE SPA INNOVATIVE CHEMICAL AND LIFE,PHENYTOIN SODIUM
16302,I,III,12/10/2002,STELLA KUNSTSTOFFTECHNIK GMBH,"SECRO PP28, CHILD-PROFF CLOSURE, WHITE/YELLOW WITH SEALING DISK"
16303,I,III,12/2/2002,BERRY PLASTICS CORP TAPES AND COATINGS DIV,STERILE FACILITY
16304,I,II,11/28/2002,POLFA TARCHOMIN SA,ERYTHROMYCIN THIOCYANATE
16305,A,II,12/11/2002,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,SIMVASTATIN USP
16306,A,II,12/12/2002,MYLAN LABORATORIES LTD,MODAFINIL USP
16307,A,V,12/12/2002,LILLY FRANCE SAS,PROCEDURES FOR STERILE OPERATIONS
16308,I,III,11/25/2002,BESPAK EUROPE LTD,BK 357676MT PHARMACEUTICAL METERING VALVE
16309,I,II,12/13/2002,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,PRAVASTATIN SODIUM USP
16310,A,II,12/13/2002,TEVA PHARMACEUTICAL INDUSTRIES LTD,MODAFINIL
16311,I,II,12/16/2002,MAPRIMED SA,LOSARTAN POTASSIUM
16312,A,II,12/11/2002,KATWIJK CHEMIE BV,DIVALPROEX SODIUM
16313,I,II,12/17/2002,SANDOZ PRIVATE LTD,CEFIXIME
16314,A,II,12/17/2002,FLAMMA SPA,LABETALOL HYDROCHLORIDE
16315,I,II,12/17/2002,RELIABLE BIOPHARMACEUTICAL CORP,APROTININ
16316,A,II,1/27/2003,DR REDDYS LABORATORIES LTD,FLUCONAZOLE (FORM-2) 
16317,A,II,12/13/2002,INKE SA,ONDANSETRON HYDROCHLORIDE
16318,A,III,12/18/2002,IWATA GLASS INDUSTRIAL CO LTD,DRUG AMPOULES AND VIALS
16319,A,V,12/9/2002,PFIZER PERTH PTY LTD,"PERTH ASEPTIC ONCOLOGY MANUFACTURING FACILITY IN WESTERN AUSTRALIA, AUSTRALIA."
16320,A,II,1/29/2003,DR REDDYS LABORATORIES LTD,ONDANSETRON 
16321,I,II,12/17/2002,SUN PHARMACEUTICAL INDUSTRIES LTD,FOSINOPRIL SODIUM USP (NON-STERILE BULK)
16322,I,III,12/18/2002,LORMAC INDUSTRIAL DISTRIBUTORS LTD,LORMAC TYPE 30 POLYETHYLENE BAGS
16323,I,II,12/3/2002,SUN CHEMICAL CO LTD,"BENZYL (3S)-1,2,3,4-TETRAHYDROISOQUINOLINE-3-CARBOXYLATE P-TOLUENESULFONIC ACID SALT"
16324,I,II,12/18/2002,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,EPIRUBICIN HYDROCHLORIDE
16325,I,II,12/19/2002,FARMABIOS SPA,CEFUROXIME SODIUM (INTERMEDIATE)
16326,I,II,12/19/2002,PLIVA LACHEMA AS,DACARBAZINE
16327,A,II,12/23/2002,5N PLUS LUBECK GMBH,BISMUTH SUBSALICYLATE SG
16328,I,III,12/24/2002,PPG INDUSTRIES INC,COVERING PPG2004855 COATING FOR AEROSOL CANS CONTAINING DRUG PRODUCT
16329,I,II,12/16/2002,SAFC INC,HALOBETASOL PROPIONATE (HBS)
16330,A,II,1/29/2003,DR REDDYS LABORATORIES LTD,CARVEDILOL FORM-2 USP
16331,A,II,12/20/2002,CHATTEM CHEMICALS INC,"METHYLPHENIDATE HYDROCHLORIDE, USP"
16332,I,II,12/19/2002,DOTTIKON EXCLUSIVE SYNTHESIS AG,T-3811A05
16333,I,II,12/20/2002,HEUMANN PHARMA GMBH,CARPROFEN
16334,A,II,12/20/2002,HOVIONE FARMACIENCIA SA,FLUTICASONE PROPIONATE
16335,I,II,12/18/2002,OMNICHEM SA,T-3811A15
16336,I,II,12/17/2002,DAITO CORP,FLAVOXATE HYDROCHLORIDE JP14
16337,I,III,12/18/2002,BERRY GLOBAL,PRODUCT 15807-55
16338,I,III,12/18/2002,BERRY GLOBAL,PRODUCT 60091-21
16339,A,II,12/26/2002,TARO PHARMACEUTICAL INDUSTRIES LTD,OXCARBAZEPINE MICRONIZED
16340,I,II,12/18/2002,LONZA AG,CN 343 (SAS)
16341,A,III,12/13/2002,AVIENT CORP,PRODUCT NO. CC00017075WE
16342,I,II,12/30/2002,PROCOS SPA,GABAPENTIN
16343,I,II,12/24/2002,SANYO FINE CO LTD,HMMP
16344,A,II,12/20/2002,CHEMPACIFIC CORP,NOREPINEPHRINE BITARTRATE
16345,A,II,12/20/2002,THE ANDHRA SUGARS LTD,ASPIRIN USP
16346,I,II,1/3/2003,DIOSYNTH BV,ALTRENOGEST
16347,I,II,1/3/2003,DIOSYNTH BV,TRENBOLONE ACETATE
16348,I,II,1/2/2003,WENZHOU PHARMACEUTICAL FACTORY,ACETAMINOPHEN DC GRANULAR
16349,A,IV,1/6/2003,SANYO CHEMICAL INDUSTRIES LTD,POLYQUID PA-30 AND POLYQUID PA-30L
16350,I,II,1/23/2003,OLON SPA,CEFUROXIME AXETIL
16351,I,II,12/6/2002,NORAMCO LLC,HYDROMORPHONE HYDROCHLORIDE USP
16352,A,II,1/2/2003,ERREGIERRE SPA,CICLOPIROX OLAMINE USP-PH.EUR.
16353,A,II,12/30/2002,ERREGIERRE SPA,CICLOPIROX USP-EP
16354,A,III,1/6/2003,ADVANEX EUROPE LTD,GSK MDI COUNTER WIRE FORMS 
16355,I,II,1/14/2003,NITTO DENKO CORP,OLIGONUCLEOTIDE APQ
16356,I,II,1/13/2003,SAFC BIOSCIENCES INC,"EX-CELL(TM) 302, SERUM-FREE MEDIUM, W/O L-GLUTAMINE, W/O NAHCO3"
16357,A,II,1/23/2003,CHONGQING CARELIFE PHARMACEUTICAL CO LTD,CLINDAMYCIN PHOSPHATE USP
16358,I,II,1/10/2003,AVANTI POLAR LIPIDS INC,NP-015-ANTHRAX IMMUNE GLOBULIN (HUMAN) INTRAVENOUS
16359,I,II,1/10/2003,AVANTI POLAR LIPIDS INC,"1,2-DI-O-OCTADECENYL-3-(N,N-DIEMTHYLAMINOPROPANE) (DODMA)"
16360,A,III,1/13/2003,MITSUBISHI GAS CHEMICAL CO INC,"OXYGEN ABSORBERS AGELESS TYPES ZPT, ZP (ZPT-C) SS AND ZM"
16361,I,II,1/15/2003,JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,"2-BUTYL-4-CHLORO-1-[[2'-[2-(TRIPHENYLMETHYL)-2H-TETRAZOL-5-YL]-[1,1'-BIPHENYL]-4-YL]METHYL]1-H-IMIDAZOLE-5-METHANOL (TTL)"
16362,I,IV,1/16/2003,SPI PHARMA INC,MANNOGEM(TM) EZ SPRAY DRIED MANNITOL USP
16363,I,III,1/15/2003,LORMAC INDUSTRIAL DISTRIBUTORS LTD,LORMAC TYPE 7-B POLYETHYLENE
16364,I,III,1/16/2003,ALKERMES INC,C2S DRY POWDER INHALER DRUG DELIVERY SYSTEMS
16365,A,III,1/16/2003,PRESSPART AG,MDI COUNTER PROJECT
16366,A,IV,1/15/2003,KERRY CANADA INC,BUBBLEGUM ARTIFICIAL FLAVOR 712563
16367,I,II,1/17/2003,MEDICHEM SA,ALENDRONATE SODIUM
16368,A,III,1/21/2003,ZEON CORP,CYCLOOLEFIN POLYMER
16369,A,II,1/21/2003,SOLARA ACTIVE PHARMA SCIENCES LTD,"ISRADIPINE, USP "
16370,I,II,1/16/2003,PHLOX PHARMACEUTICALS LTD,CEFUROXIME ACID
16371,A,II,1/20/2003,NEULAND LABORATORIES LTD,ALBUTEROL SULFATE USP
16372,I,II,1/17/2003,SYNTETICA FINE CHEMICALS INC,AMONAFIDE L-MALATE
16373,I,III,11/26/2002,BASF SE,ULTRAFORM N 2320 003 UNCOLORED Q600
16374,A,II,1/21/2003,PHYTON BIOTECH LLC,SEMI-SYNTHETIC PACLITAXEL API
16375,I,II,1/21/2003,HOVIONE FARMACIENCIA SA,T-3811A15 (17TY01)
16376,I,IV,1/2/2003,CI FARMACAPSULAS SA,EMPTY HARD VEGETABLE CAPSULE SHELLS
16377,I,III,1/21/2003,ARLANXEO USA LLC,CHLOROBUTYL 1240
16378,I,III,1/22/2003,ACI PLASTICS PACKAGING CLOSURE SPECIALTY PRODUCTS,ARGUS-LOC TAMPERTEL CRC CLOSURES
16379,A,II,1/23/2003,ZHEJIANG JIUZHOU PHARMACEUTICAL CO LTD,SULFADIMETHOXINE SODIUM 
16380,I,II,1/16/2003,TIANJIN ZHONGAN PHARMACEUTICAL CO LTD,METRONIDAZOLE
16381,I,II,1/22/2003,RANBAXY LABORATORIES LTD,T-3811A 05
16382,I,III,1/20/2003,OWENS ILLINOIS INC,PLASTICS PACKAGING COMPONENTS
16384,I,II,1/22/2003,EXPRESSION SYSTEMS LLC,ESF 921 MEDIUM (A SERUM FREE FORMULATION)
16385,I,II,1/22/2003,EXPRESSION SYSTEMS LLC,AF 99 MEDIUM (AN ANIMAL FREE FORMULATION)
16386,I,III,1/24/2003,ASHLAND INC,FLEXCRYL(R) SP-38 EMULSION
16387,I,II,1/28/2003,SIGNA SA DE CV,NEFAZODONE HYDROCHLORIDE 
16388,A,III,1/24/2003,CURTEC NEDERLAND BV,CLICK PACK'S 4500 SERIES AND KEGS 6900 AND 7000 SERIES
16389,I,II,1/25/2003,AMRI ITALY SRL,DESOGESTREL 
16390,A,II,1/30/2003,SANDOZ INDUSTRIAL PRODUCTS SA,AZITHROMYCIN MONOHYDRATE (NON-STERILE BULK)
16391,I,II,11/26/2002,CADILA PHARMACEUTICALS LTD,FLUCONAZOLE
16392,I,III,1/27/2003,SOMAR CORP,A MEDICAL BACKING CLOTH: SOMAPET HW-25
16393,I,III,1/31/2003,BASF CORP,ACRONAL(R) N-CR 112
16394,I,III,1/15/2003,AMPACET CORP,111203 WHITE POLYETHYLENE MASTERBATCH
16395,A,IV,1/23/2003,MANE INC,SPEARMINT FLAVOR S.D. E_9822433
16396,I,II,2/3/2003,LABORATORI DERIVATI ORGANICI SPA,SODIUM HEPARIN
16397,I,III,1/31/2003,INTERNATIONAL MEDICATION SYSTEMS LTD,"EMPTY PREFILLED DISPOSABLE PIPETTE (PDP), D SERIES TYPES: D1000, D 2500, D5000, AND D10K"
16398,A,II,1/29/2003,UNICHEM LABORATORIES LTD,BISOPROLOL FUMARATE USP
16399,A,II,2/3/2003,NORAMCO LLC,OXYCODONE HYDROCHLORIDE 
16400,A,II,1/31/2003,AIRGAS THERAPEUTICS LLC,PERFLUOROPROPANE (OCTOFLUROPROPANE) GAS
16401,I,II,2/3/2003,RANBAXY LABORATORIES INC,COMPACTIN DRUG SUBSTANCE INTERMEDIATE
16402,I,II,2/3/2003,CATALENT PHARMA SOLUTIONS LLC,ZEMPLAR (PARICALCITOL) 2 & 4 MCG CAPSULES
16403,A,III,1/31/2003,MITSUBISHI GAS CHEMICAL CO INC,OXYGEN ABSORBERS AGELESS TYPE FX
16404,A,II,2/3/2003,GEDEON RICHTER PLC,NORELGESTROMIN USP
16405,I,II,1/30/2003,ALKALOIDA CHEMICAL CO ZRT,TOPIRAMATE
16406,A,II,1/20/2003,BIOCON LTD,MYCOPHENOLATE MOFETIL
16407,I,II,1/20/2003,BIOCON LTD,MYCOPHENOLIC ACID
16408,I,III,2/5/2003,WACKER CHEMIE AG,ELASTOSIL(R) R 409/70 MH
16409,A,II,4/23/2003,MYLAN LABORATORIES LTD,ALLOPURINOL USP 
16410,I,II,2/3/2003,ROHIT PLASTICS AND CHEMICALS,CHLORHEXIDINE BASE
16411,I,II,1/31/2003,GMT FINE CHEMCALS SA,DACARBAZINE USP
16412,A,III,2/4/2003,BAXTER HEALTHCARE CORP,PRESS-IN BOTTLE ADAPTERS AND PRESS-IN BOTTLE WELL ASSEMBLIES 
16413,A,III,2/4/2003,BAXTER HEALTHCARE CORP,EXACTA-MED® ORAL LIQUID DISPENSER
16414,A,II,2/7/2003,SENJU PHARMACEUTICAL CO LTD,BROMFENAC SODIUM
16415,A,III,1/29/2003,NOLATO JAYCARE LTD,22OZ AND 30OZ ROUND PACKERS
16416,I,II,2/6/2003,TEVA PHARMACEUTICAL INDUSTRIES LTD,PAROXETINE HYDROCHLORIDE HEMIHYDRATE
16417,I,II,2/6/2003,CHEMAGIS LTD,MIDODRINE HYDROCHLORIDE
16418,A,II,2/4/2003,FILTROX AG,DEPTH FILTER SHEETS
16419,A,II,1/29/2003,TEVA PHARMACEUTICAL INDUSTRIES LTD,BUPRENORPHINE HYDROCHLORIDE
16420,I,II,2/10/2003,SIGNA SA DE CV,FLUCONAZOLE
16421,I,II,1/10/2003,MDS NORDION,ALTROPANE(R) [123I]-E-IACFT INJECTION
16422,I,II,2/10/2003,UNIV MISSOURI COLUMBIA,HO-166 CHLORIDE (166 HOCL3) RADIOCHEMICAL
16423,A,II,2/12/2003,STERLING SPA,FLUTICASONE PROPIONATE
16424,I,II,2/5/2003,BACHEM SA,RESVERATROL
16425,A,II,2/17/2003,PHARMAZELL GMBH,BALSALAZIDE DISODIUM
16426,I,III,2/14/2003,AMPHASTAR PHARMACEUTICALS INC,"PROCESSING FOR WASHING, DEPYROGENAING, SILICONIZING, STERILIZING AND PACKAGING OF STERILE STOPPERS"
16427,A,II,1/21/2003,CKD BIO CORP,CLAVULANATE POTASSIUM
16428,A,II,2/13/2003,INDUSTRIALE CHIMICA SRL,PHENTOLAMINE MESILATE USP
16429,A,IV,2/17/2003,LIPOID GMBH,LIPOID TG 8:0/8:0/8:0 (TRICAPRYLIN)
16430,A,II,3/11/2003,JUBILANT PHARMOVA LTD,OXCARBAZEPINE USP
16431,I,II,2/17/2003,SUN PHARMACEUTICAL INDUSTRIES LTD,MESALAMINE USP (5-AMINO SALICYLIC ACID)
16432,I,II,2/17/2003,AMSA SPA,TOLMETIN SODIUM
16433,I,II,2/21/2003,ALKERMES INC,"AVINZA((R) (MORPHINE SULFATE EXTENDED-RELEASE CAPSULES) 30MG, 45MG, 60MG, 75MG, 90MG AND 120MG"
16434,I,III,2/19/2003,PIETRYKA PLASTICS LLC,DOSAGE CUPS 
16435,I,III,2/18/2003,ALVEO AG,ALVEOLIT(R) TE POLYMER FOAMS
16436,I,III,2/11/2003,ROLLPRINT PACKAGING PRODUCTS INC,RPP#33-2023
16437,A,III,2/11/2003,PAXXUS INC,RPP#31-6151
16438,I,II,2/10/2003,TAKASAGO INTERNATIONAL CORP,"STERILE FINISHED PRODUCTS AND STERILE PROCESSING OPERATIONS LOCATED IN AMEEPET AND DUNDIGAL, INDIA"
16439,A,II,2/19/2003,CORDEN PHARMA BOULDER INC,PACLITAXEL DRUG SUBSTANCE 
16440,A,II,2/25/2003,CHEMWERTH INC,ANAGRELIDE HYDROCHLORIDE MONOHYDRATE
16441,I,IV,2/25/2003,HAYASHIBARA CO LTD,HAYASHIBARA PULLULAN
16442,I,II,2/28/2003,SIGMA ALDRICH CORP,CHO PROTEIN-FREE MEDIUM WITHOUT L-GLUTAMINE
16443,A,III,2/14/2003,FPC FLEXIBLE PACKAGING CORP,PAPER/POLYESTER/FOIL/POLYETHYLENE POUCH VERSION B
16444,A,III,2/3/2003,KINDEVA DRUG DELIVERY LP,CICLESONIDE HFA METERED DOSE INHALER ACTUATORS
16445,A,III,2/19/2003,ACTION TECHNOLOGY ITALIA SPA,RUBBER PHARMA COMPOUNDS & GASKETS 
16446,I,III,2/14/2003,INTESYS TECHNOLOGIES INC,ACTUATORS FOR PACKAGING
16447,I,II,2/27/2003,PROMETIC BIOSCIENCES LTD,PERFLUOROSORB S
16448,I,II,2/28/2003,PRO BIO SINT SPA,TRIACETYLURIDINE
16449,I,II,3/4/2003,FDC LTD,METAXALONE
16450,A,III,2/27/2003,FORMOSA PLASTICS CORP USA,FORMOLENE POLYETHYLENE RESINS
16451,A,II,3/7/2003,ACS DOBFAR SPA, AMPICILLIN AND SULBACTAM (STERILE BULK)
16452,A,II,3/7/2003,ACS DOBFAR SPA,SULBACTAM SODIUM USP (STERILE BULK)
16454,A,III,3/3/2003,FUJIMORI KOGYO CO LTD,FILMBYNA **E-0010 BD
16455,I,III,3/7/2003,VINS PLASTICS LTD,FLEXIBLE PACKAGING MATERIAL
16456,I,II,2/28/2003,SAFC BIOSCIENCES INC,EX-CELL(TM) 293 MEDIUM W/O L-GLUTAMINE
16457,I,II,2/28/2003,SAFC BIOSCIENCES INC,"EX-CELL(TM) 293 MEDIUM W/L-GLUTAMINE, W/O SODIUM BICARBONATE"
16458,I,II,2/21/2003,CHEMSPEC,HYDROXYUREA
16459,A,II,3/10/2003,TEVA PHARMACEUTICAL INDUSTRIES LTD,TRAZODONE HYDROCHLORIDE USP
16460,A,III,3/4/2003,LOG PLASTICON ZRT,PA 45 BOTTLE
16461,A,III,3/4/2003,LOG PLASTICON ZRT,10 ML DROPPER BOTTLE
16462,A,III,3/4/2003,LOG PLASTICON ZRT,PA 28 BOTTLE
16463,A,III,12/20/2002,LOG PLASTICON ZRT,PE BAGS OF DIFFERENT SIZES
16464,A,III,3/4/2003,LOG PLASTICON ZRT,PA 10 BOTTLE
16465,A,III,2/28/2003,SCHWABE INCOAT,SILTABS PVDC COATED PVC FILM
16466,I,II,3/13/2003,CADILA PHARMACEUTICALS LTD,ETHAMBUTOL HYDROCHLORIDE USP SPECIAL
16467,A,II,3/12/2003,SANDOZ GMBH,CEFTRIAXONE SODIUM (STERILE) 
16468,I,II,3/17/2003,BIOFAC AS,CHONDROITIN SULFATE
16469,A,II,3/18/2003,ORGAPHARM SAS,ARTICAINE HYDROCHLORIDE DRUG SUBSTANCE
16470,I,II,3/10/2003,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,GRANISETRON
16471,I,III,3/19/2003,COLOR MASTER INC,"RD1166M, FDA RED TINT COLOR CONCENTRATE FOR PLASTICS"
16472,A,II,3/19/2003,UNION QUIMICO FARMACEUTICA SA,ALLOPURINOL
16473,A,II,3/19/2003,DR REDDYS LABORATORIES LTD,AMLODIPINE BESILATE USP
16474,I,II,3/18/2003,WOCKHARDT LTD,METFORMIN HYDROCHLORIDE
16475,I,III,3/19/2003,COLOR MASTER INC,"BL1189M, FDA BLUE TINT COLOR CONCENTRATE FOR PLASTICS"
16476,A,II,3/13/2003,HIKAL LTD,BUPROPION HYDROCHLORIDE USP
16477,A,II,3/21/2003,ALEMBIC PHARMACEUTICALS LTD,MODAFINIL USP
16478,I,II,3/18/2003,HETERO DRUGS LTD,AMLODIPINE BESILATE
16479,I,II,3/19/2003,SIGMA ALDRICH CO LTD,"1,4 DIAMINOBUTANE DIHYDROCHLORIDE"
16480,A,II,3/24/2003,DR REDDYS LABORATORIES LTD,LAMOTRIGINE
16481,A,II,3/24/2003,STERLING WISCONSIN LLC,MIDODRINE HYDROCHLORIDE USP
16482,I,II,3/26/2003,MANNKIND CORP,"INSULIN, HUMAN (RDNA HUMAN INSULIN) HMR 4006"
16483,A,II,3/25/2003,CHEMWERTH INC,SODIUM TETRADECYL SULFATE (STDS)(NON-STERILE BULK DRUG SUBSTANCE)
16484,I,III,3/7/2003,BOREALIS AG,BORMED RB801CF-01
